"","X4","X5","X6","X7","X8","X9","Page","Country","Platform","Date","Visit","dayOfTheWeek","month"
"4658","Chien_fr","wikipedia","org_desktop_all-agents","Chien_fr","wikipedia","org_desktop_all-agents","Chien_fr","fr","all-agents",2015-07-01,379,"Wed",7
"4659","Chien_viverrin_fr","wikipedia","org_desktop_all-agents","Chien_viverrin_fr","wikipedia","org_desktop_all-agents","Chien_viverrin_fr","fr","all-agents",2015-07-01,77,"Wed",7
"4660","Chine_fr","wikipedia","org_desktop_all-agents","Chine_fr","wikipedia","org_desktop_all-agents","Chine_fr","fr","all-agents",2015-07-01,940,"Wed",7
"4661","Chocolat_(clown)_fr","wikipedia","org_desktop_all-agents","Chocolat_(clown)_fr","wikipedia","org_desktop_all-agents","Chocolat_(clown)_fr","fr","all-agents",2015-07-01,21,"Wed",7
"4662","Chocolat_(film,_2016)_fr","wikipedia","org_desktop_all-agents","Chocolat_(film,_2016)_fr","wikipedia","org_desktop_all-agents","Chocolat_(film,_2016)_fr","fr","all-agents",2015-07-01,45,"Wed",7
"4663","Chris_Evans_(acteur)_fr","wikipedia","org_desktop_all-agents","Chris_Evans_(acteur)_fr","wikipedia","org_desktop_all-agents","Chris_Evans_(acteur)_fr","fr","all-agents",2015-07-01,532,"Wed",7
"4664","Chris_Hemsworth_fr","wikipedia","org_desktop_all-agents","Chris_Hemsworth_fr","wikipedia","org_desktop_all-agents","Chris_Hemsworth_fr","fr","all-agents",2015-07-01,352,"Wed",7
"4665","Chris_Kyle_fr","wikipedia","org_desktop_all-agents","Chris_Kyle_fr","wikipedia","org_desktop_all-agents","Chris_Kyle_fr","fr","all-agents",2015-07-01,1782,"Wed",7
"4666","Chris_Pratt_fr","wikipedia","org_desktop_all-agents","Chris_Pratt_fr","wikipedia","org_desktop_all-agents","Chris_Pratt_fr","fr","all-agents",2015-07-01,1362,"Wed",7
"4667","Christian_Bale_fr","wikipedia","org_desktop_all-agents","Christian_Bale_fr","wikipedia","org_desktop_all-agents","Christian_Bale_fr","fr","all-agents",2015-07-01,801,"Wed",7
"4668","Christian_Clavier_fr","wikipedia","org_desktop_all-agents","Christian_Clavier_fr","wikipedia","org_desktop_all-agents","Christian_Clavier_fr","fr","all-agents",2015-07-01,495,"Wed",7
"4669","Christian_Estrosi_fr","wikipedia","org_desktop_all-agents","Christian_Estrosi_fr","wikipedia","org_desktop_all-agents","Christian_Estrosi_fr","fr","all-agents",2015-07-01,235,"Wed",7
"4670","Christian_Marin_fr","wikipedia","org_desktop_all-agents","Christian_Marin_fr","wikipedia","org_desktop_all-agents","Christian_Marin_fr","fr","all-agents",2015-07-01,76,"Wed",7
"4671","Christiane_Martel_fr","wikipedia","org_desktop_all-agents","Christiane_Martel_fr","wikipedia","org_desktop_all-agents","Christiane_Martel_fr","fr","all-agents",2015-07-01,21,"Wed",7
"4672","Christianisme_fr","wikipedia","org_desktop_all-agents","Christianisme_fr","wikipedia","org_desktop_all-agents","Christianisme_fr","fr","all-agents",2015-07-01,380,"Wed",7
"4673","Christina_Grimmie_fr","wikipedia","org_desktop_all-agents","Christina_Grimmie_fr","wikipedia","org_desktop_all-agents","Christina_Grimmie_fr","fr","all-agents",2015-07-01,35,"Wed",7
"4674","Christine_Lagarde_fr","wikipedia","org_desktop_all-agents","Christine_Lagarde_fr","wikipedia","org_desktop_all-agents","Christine_Lagarde_fr","fr","all-agents",2015-07-01,784,"Wed",7
"4675","Christine_and_the_Queens_fr","wikipedia","org_desktop_all-agents","Christine_and_the_Queens_fr","wikipedia","org_desktop_all-agents","Christine_and_the_Queens_fr","fr","all-agents",2015-07-01,1056,"Wed",7
"4676","Christoph_Waltz_fr","wikipedia","org_desktop_all-agents","Christoph_Waltz_fr","wikipedia","org_desktop_all-agents","Christoph_Waltz_fr","fr","all-agents",2015-07-01,165,"Wed",7
"4677","Christophe_(chanteur)_fr","wikipedia","org_desktop_all-agents","Christophe_(chanteur)_fr","wikipedia","org_desktop_all-agents","Christophe_(chanteur)_fr","fr","all-agents",2015-07-01,164,"Wed",7
"4678","Christophe_Colomb_fr","wikipedia","org_desktop_all-agents","Christophe_Colomb_fr","wikipedia","org_desktop_all-agents","Christophe_Colomb_fr","fr","all-agents",2015-07-01,641,"Wed",7
"4679","Christophe_Lambert_fr","wikipedia","org_desktop_all-agents","Christophe_Lambert_fr","wikipedia","org_desktop_all-agents","Christophe_Lambert_fr","fr","all-agents",2015-07-01,1454,"Wed",7
"4680","Christophe_Lambert_(publicitaire)_fr","wikipedia","org_desktop_all-agents","Christophe_Lambert_(publicitaire)_fr","wikipedia","org_desktop_all-agents","Christophe_Lambert_(publicitaire)_fr","fr","all-agents",2015-07-01,63,"Wed",7
"4681","Christopher_Froome_fr","wikipedia","org_desktop_all-agents","Christopher_Froome_fr","wikipedia","org_desktop_all-agents","Christopher_Froome_fr","fr","all-agents",2015-07-01,166,"Wed",7
"4682","Christopher_Nolan_fr","wikipedia","org_desktop_all-agents","Christopher_Nolan_fr","wikipedia","org_desktop_all-agents","Christopher_Nolan_fr","fr","all-agents",2015-07-01,449,"Wed",7
"4683","Chromium_(navigateur_web)_fr","wikipedia","org_desktop_all-agents","Chromium_(navigateur_web)_fr","wikipedia","org_desktop_all-agents","Chromium_(navigateur_web)_fr","fr","all-agents",2015-07-01,262,"Wed",7
"4684","Cicciolina_fr","wikipedia","org_desktop_all-agents","Cicciolina_fr","wikipedia","org_desktop_all-agents","Cicciolina_fr","fr","all-agents",2015-07-01,104,"Wed",7
"4685","Cinelerra_fr","wikipedia","org_desktop_all-agents","Cinelerra_fr","wikipedia","org_desktop_all-agents","Cinelerra_fr","fr","all-agents",2015-07-01,12,"Wed",7
"4686","Cinquante_nuances_de_Grey_fr","wikipedia","org_desktop_all-agents","Cinquante_nuances_de_Grey_fr","wikipedia","org_desktop_all-agents","Cinquante_nuances_de_Grey_fr","fr","all-agents",2015-07-01,1113,"Wed",7
"4687","Cinquante_nuances_plus_sombres_(film)_fr","wikipedia","org_desktop_all-agents","Cinquante_nuances_plus_sombres_(film)_fr","wikipedia","org_desktop_all-agents","Cinquante_nuances_plus_sombres_(film)_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4688","Claire_Chazal_fr","wikipedia","org_desktop_all-agents","Claire_Chazal_fr","wikipedia","org_desktop_all-agents","Claire_Chazal_fr","fr","all-agents",2015-07-01,367,"Wed",7
"4689","Claire_Keim_fr","wikipedia","org_desktop_all-agents","Claire_Keim_fr","wikipedia","org_desktop_all-agents","Claire_Keim_fr","fr","all-agents",2015-07-01,269,"Wed",7
"4690","Clara_Rockmore_fr","wikipedia","org_desktop_all-agents","Clara_Rockmore_fr","wikipedia","org_desktop_all-agents","Clara_Rockmore_fr","fr","all-agents",2015-07-01,2,"Wed",7
"4691","Classe_Suffren_(sous-marin)_fr","wikipedia","org_desktop_all-agents","Classe_Suffren_(sous-marin)_fr","wikipedia","org_desktop_all-agents","Classe_Suffren_(sous-marin)_fr","fr","all-agents",2015-07-01,63,"Wed",7
"4692","Classement_mondial_de_la_FIFA_fr","wikipedia","org_desktop_all-agents","Classement_mondial_de_la_FIFA_fr","wikipedia","org_desktop_all-agents","Classement_mondial_de_la_FIFA_fr","fr","all-agents",2015-07-01,122,"Wed",7
"4693","Classement_mondial_des_entreprises_leader_par_secteur_fr","wikipedia","org_desktop_all-agents","Classement_mondial_des_entreprises_leader_par_secteur_fr","wikipedia","org_desktop_all-agents","Classement_mondial_des_entreprises_leader_par_secteur_fr","fr","all-agents",2015-07-01,641,"Wed",7
"4694","Classicisme_fr","wikipedia","org_desktop_all-agents","Classicisme_fr","wikipedia","org_desktop_all-agents","Classicisme_fr","fr","all-agents",2015-07-01,363,"Wed",7
"4695","Claude_Lelouch_fr","wikipedia","org_desktop_all-agents","Claude_Lelouch_fr","wikipedia","org_desktop_all-agents","Claude_Lelouch_fr","fr","all-agents",2015-07-01,220,"Wed",7
"4696","Claude_Monet_fr","wikipedia","org_desktop_all-agents","Claude_Monet_fr","wikipedia","org_desktop_all-agents","Claude_Monet_fr","fr","all-agents",2015-07-01,389,"Wed",7
"4697","Claude_Sarraute_fr","wikipedia","org_desktop_all-agents","Claude_Sarraute_fr","wikipedia","org_desktop_all-agents","Claude_Sarraute_fr","fr","all-agents",2015-07-01,90,"Wed",7
"4698","Claude_Shannon_fr","wikipedia","org_desktop_all-agents","Claude_Shannon_fr","wikipedia","org_desktop_all-agents","Claude_Shannon_fr","fr","all-agents",2015-07-01,81,"Wed",7
"4699","Claudia_Cardinale_fr","wikipedia","org_desktop_all-agents","Claudia_Cardinale_fr","wikipedia","org_desktop_all-agents","Claudia_Cardinale_fr","fr","all-agents",2015-07-01,197,"Wed",7
"4700","Claudio_Ranieri_fr","wikipedia","org_desktop_all-agents","Claudio_Ranieri_fr","wikipedia","org_desktop_all-agents","Claudio_Ranieri_fr","fr","all-agents",2015-07-01,26,"Wed",7
"4701","Clermont-Ferrand_fr","wikipedia","org_desktop_all-agents","Clermont-Ferrand_fr","wikipedia","org_desktop_all-agents","Clermont-Ferrand_fr","fr","all-agents",2015-07-01,583,"Wed",7
"4702","Clicker_Heroes_fr","wikipedia","org_desktop_all-agents","Clicker_Heroes_fr","wikipedia","org_desktop_all-agents","Clicker_Heroes_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4703","Clint_Eastwood_fr","wikipedia","org_desktop_all-agents","Clint_Eastwood_fr","wikipedia","org_desktop_all-agents","Clint_Eastwood_fr","fr","all-agents",2015-07-01,837,"Wed",7
"4704","Clotilde_Courau_fr","wikipedia","org_desktop_all-agents","Clotilde_Courau_fr","wikipedia","org_desktop_all-agents","Clotilde_Courau_fr","fr","all-agents",2015-07-01,126,"Wed",7
"4705","Cluedo_fr","wikipedia","org_desktop_all-agents","Cluedo_fr","wikipedia","org_desktop_all-agents","Cluedo_fr","fr","all-agents",2015-07-01,100,"Wed",7
"4706","Coachella_Festival_fr","wikipedia","org_desktop_all-agents","Coachella_Festival_fr","wikipedia","org_desktop_all-agents","Coachella_Festival_fr","fr","all-agents",2015-07-01,110,"Wed",7
"4707","Coca-Cola_fr","wikipedia","org_desktop_all-agents","Coca-Cola_fr","wikipedia","org_desktop_all-agents","Coca-Cola_fr","fr","all-agents",2015-07-01,491,"Wed",7
"4708","Code-barres_EAN_fr","wikipedia","org_desktop_all-agents","Code-barres_EAN_fr","wikipedia","org_desktop_all-agents","Code-barres_EAN_fr","fr","all-agents",2015-07-01,349,"Wed",7
"4709","Coldplay_fr","wikipedia","org_desktop_all-agents","Coldplay_fr","wikipedia","org_desktop_all-agents","Coldplay_fr","fr","all-agents",2015-07-01,230,"Wed",7
"4710","Colin_Firth_fr","wikipedia","org_desktop_all-agents","Colin_Firth_fr","wikipedia","org_desktop_all-agents","Colin_Firth_fr","fr","all-agents",2015-07-01,315,"Wed",7
"4711","Colin_Vearncombe_fr","wikipedia","org_desktop_all-agents","Colin_Vearncombe_fr","wikipedia","org_desktop_all-agents","Colin_Vearncombe_fr","fr","all-agents",2015-07-01,9,"Wed",7
"4712","Colombie_fr","wikipedia","org_desktop_all-agents","Colombie_fr","wikipedia","org_desktop_all-agents","Colombie_fr","fr","all-agents",2015-07-01,461,"Wed",7
"4713","Coluche_fr","wikipedia","org_desktop_all-agents","Coluche_fr","wikipedia","org_desktop_all-agents","Coluche_fr","fr","all-agents",2015-07-01,534,"Wed",7
"4714","Columbo_fr","wikipedia","org_desktop_all-agents","Columbo_fr","wikipedia","org_desktop_all-agents","Columbo_fr","fr","all-agents",2015-07-01,155,"Wed",7
"4715","Commerce_triangulaire_fr","wikipedia","org_desktop_all-agents","Commerce_triangulaire_fr","wikipedia","org_desktop_all-agents","Commerce_triangulaire_fr","fr","all-agents",2015-07-01,94,"Wed",7
"4716","Commune_de_Paris_(1871)_fr","wikipedia","org_desktop_all-agents","Commune_de_Paris_(1871)_fr","wikipedia","org_desktop_all-agents","Commune_de_Paris_(1871)_fr","fr","all-agents",2015-07-01,387,"Wed",7
"4717","Concorde_(avion)_fr","wikipedia","org_desktop_all-agents","Concorde_(avion)_fr","wikipedia","org_desktop_all-agents","Concorde_(avion)_fr","fr","all-agents",2015-07-01,330,"Wed",7
"4718","Concours_Eurovision_de_la_chanson_2016_fr","wikipedia","org_desktop_all-agents","Concours_Eurovision_de_la_chanson_2016_fr","wikipedia","org_desktop_all-agents","Concours_Eurovision_de_la_chanson_2016_fr","fr","all-agents",2015-07-01,271,"Wed",7
"4719","Concours_Eurovision_de_la_chanson_2017_fr","wikipedia","org_desktop_all-agents","Concours_Eurovision_de_la_chanson_2017_fr","wikipedia","org_desktop_all-agents","Concours_Eurovision_de_la_chanson_2017_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4720","Conflit_nord-irlandais_fr","wikipedia","org_desktop_all-agents","Conflit_nord-irlandais_fr","wikipedia","org_desktop_all-agents","Conflit_nord-irlandais_fr","fr","all-agents",2015-07-01,81,"Wed",7
"4721","Confucianisme_fr","wikipedia","org_desktop_all-agents","Confucianisme_fr","wikipedia","org_desktop_all-agents","Confucianisme_fr","fr","all-agents",2015-07-01,96,"Wed",7
"4722","Conor_McGregor_fr","wikipedia","org_desktop_all-agents","Conor_McGregor_fr","wikipedia","org_desktop_all-agents","Conor_McGregor_fr","fr","all-agents",2015-07-01,315,"Wed",7
"4723","Continent_fr","wikipedia","org_desktop_all-agents","Continent_fr","wikipedia","org_desktop_all-agents","Continent_fr","fr","all-agents",2015-07-01,232,"Wed",7
"4724","Corentin_Jean_fr","wikipedia","org_desktop_all-agents","Corentin_Jean_fr","wikipedia","org_desktop_all-agents","Corentin_Jean_fr","fr","all-agents",2015-07-01,1198,"Wed",7
"4725","Corinne_Masiero_fr","wikipedia","org_desktop_all-agents","Corinne_Masiero_fr","wikipedia","org_desktop_all-agents","Corinne_Masiero_fr","fr","all-agents",2015-07-01,79,"Wed",7
"4726","Corse_fr","wikipedia","org_desktop_all-agents","Corse_fr","wikipedia","org_desktop_all-agents","Corse_fr","fr","all-agents",2015-07-01,788,"Wed",7
"4727","Costa-Gavras_fr","wikipedia","org_desktop_all-agents","Costa-Gavras_fr","wikipedia","org_desktop_all-agents","Costa-Gavras_fr","fr","all-agents",2015-07-01,115,"Wed",7
"4728","Coupe_d'Afrique_des_nations_de_football_2017_fr","wikipedia","org_desktop_all-agents","Coupe_d'Afrique_des_nations_de_football_2017_fr","wikipedia","org_desktop_all-agents","Coupe_d'Afrique_des_nations_de_football_2017_fr","fr","all-agents",2015-07-01,114,"Wed",7
"4729","Coupe_de_France_de_football_2015-2016_fr","wikipedia","org_desktop_all-agents","Coupe_de_France_de_football_2015-2016_fr","wikipedia","org_desktop_all-agents","Coupe_de_France_de_football_2015-2016_fr","fr","all-agents",2015-07-01,34,"Wed",7
"4730","Coupe_du_monde_de_biathlon_2015-2016_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_biathlon_2015-2016_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_biathlon_2015-2016_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4731","Coupe_du_monde_de_biathlon_2016-2017_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_biathlon_2016-2017_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_biathlon_2016-2017_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4732","Coupe_du_monde_de_football_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_fr","fr","all-agents",2015-07-01,485,"Wed",7
"4733","Coupe_du_monde_de_football_de_1982_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_1982_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_1982_fr","fr","all-agents",2015-07-01,162,"Wed",7
"4734","Coupe_du_monde_de_football_de_1994_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_1994_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_1994_fr","fr","all-agents",2015-07-01,151,"Wed",7
"4735","Coupe_du_monde_de_football_de_1998_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_1998_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_1998_fr","fr","all-agents",2015-07-01,291,"Wed",7
"4736","Coupe_du_monde_de_football_de_2002_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2002_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2002_fr","fr","all-agents",2015-07-01,289,"Wed",7
"4737","Coupe_du_monde_de_football_de_2010_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2010_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2010_fr","fr","all-agents",2015-07-01,320,"Wed",7
"4738","Coupe_du_monde_de_football_de_2014_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2014_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2014_fr","fr","all-agents",2015-07-01,844,"Wed",7
"4739","Coupe_du_monde_de_football_de_2018_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2018_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2018_fr","fr","all-agents",2015-07-01,290,"Wed",7
"4740","Coupe_du_monde_de_football_de_2022_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2022_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_de_football_de_2022_fr","fr","all-agents",2015-07-01,135,"Wed",7
"4741","Coupe_du_monde_des_clubs_de_la_FIFA_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_des_clubs_de_la_FIFA_fr","wikipedia","org_desktop_all-agents","Coupe_du_monde_des_clubs_de_la_FIFA_fr","fr","all-agents",2015-07-01,82,"Wed",7
"4742","Credit_default_swap_fr","wikipedia","org_desktop_all-agents","Credit_default_swap_fr","wikipedia","org_desktop_all-agents","Credit_default_swap_fr","fr","all-agents",2015-07-01,201,"Wed",7
"4743","Creed_(film)_fr","wikipedia","org_desktop_all-agents","Creed_(film)_fr","wikipedia","org_desktop_all-agents","Creed_(film)_fr","fr","all-agents",2015-07-01,1182,"Wed",7
"4744","Crise_de_la_dette_publique_grecque_fr","wikipedia","org_desktop_all-agents","Crise_de_la_dette_publique_grecque_fr","wikipedia","org_desktop_all-agents","Crise_de_la_dette_publique_grecque_fr","fr","all-agents",2015-07-01,2606,"Wed",7
"4745","Crise_migratoire_en_Europe_fr","wikipedia","org_desktop_all-agents","Crise_migratoire_en_Europe_fr","wikipedia","org_desktop_all-agents","Crise_migratoire_en_Europe_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4746","Cristiano_Ronaldo_fr","wikipedia","org_desktop_all-agents","Cristiano_Ronaldo_fr","wikipedia","org_desktop_all-agents","Cristiano_Ronaldo_fr","fr","all-agents",2015-07-01,1446,"Wed",7
"4747","Croisades_fr","wikipedia","org_desktop_all-agents","Croisades_fr","wikipedia","org_desktop_all-agents","Croisades_fr","fr","all-agents",2015-07-01,351,"Wed",7
"4748","Crue_de_la_Seine_de_1910_fr","wikipedia","org_desktop_all-agents","Crue_de_la_Seine_de_1910_fr","wikipedia","org_desktop_all-agents","Crue_de_la_Seine_de_1910_fr","fr","all-agents",2015-07-01,53,"Wed",7
"4749","Cuba_fr","wikipedia","org_desktop_all-agents","Cuba_fr","wikipedia","org_desktop_all-agents","Cuba_fr","fr","all-agents",2015-07-01,998,"Wed",7
"4750","Cubisme_fr","wikipedia","org_desktop_all-agents","Cubisme_fr","wikipedia","org_desktop_all-agents","Cubisme_fr","fr","all-agents",2015-07-01,180,"Wed",7
"4751","Cuivre_fr","wikipedia","org_desktop_all-agents","Cuivre_fr","wikipedia","org_desktop_all-agents","Cuivre_fr","fr","all-agents",2015-07-01,335,"Wed",7
"4752","Cyril_Hanouna_fr","wikipedia","org_desktop_all-agents","Cyril_Hanouna_fr","wikipedia","org_desktop_all-agents","Cyril_Hanouna_fr","fr","all-agents",2015-07-01,1319,"Wed",7
"4753","Cyrille_Eldin_fr","wikipedia","org_desktop_all-agents","Cyrille_Eldin_fr","wikipedia","org_desktop_all-agents","Cyrille_Eldin_fr","fr","all-agents",2015-07-01,232,"Wed",7
"4755","DC:_Legends_of_Tomorrow_fr","wikipedia","org_desktop_all-agents","DC:_Legends_of_Tomorrow_fr","wikipedia","org_desktop_all-agents","DC:_Legends_of_Tomorrow_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4756","DC_Comics_fr","wikipedia","org_desktop_all-agents","DC_Comics_fr","wikipedia","org_desktop_all-agents","DC_Comics_fr","fr","all-agents",2015-07-01,513,"Wed",7
"4757","Dab_fr","wikipedia","org_desktop_all-agents","Dab_fr","wikipedia","org_desktop_all-agents","Dab_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4758","Dada_fr","wikipedia","org_desktop_all-agents","Dada_fr","wikipedia","org_desktop_all-agents","Dada_fr","fr","all-agents",2015-07-01,172,"Wed",7
"4759","Daft_Punk_fr","wikipedia","org_desktop_all-agents","Daft_Punk_fr","wikipedia","org_desktop_all-agents","Daft_Punk_fr","fr","all-agents",2015-07-01,968,"Wed",7
"4760","Daisy_Ridley_fr","wikipedia","org_desktop_all-agents","Daisy_Ridley_fr","wikipedia","org_desktop_all-agents","Daisy_Ridley_fr","fr","all-agents",2015-07-01,105,"Wed",7
"4761","Dalida_fr","wikipedia","org_desktop_all-agents","Dalida_fr","wikipedia","org_desktop_all-agents","Dalida_fr","fr","all-agents",2015-07-01,445,"Wed",7
"4762","Danemark_fr","wikipedia","org_desktop_all-agents","Danemark_fr","wikipedia","org_desktop_all-agents","Danemark_fr","fr","all-agents",2015-07-01,773,"Wed",7
"4763","Daniel_Auteuil_fr","wikipedia","org_desktop_all-agents","Daniel_Auteuil_fr","wikipedia","org_desktop_all-agents","Daniel_Auteuil_fr","fr","all-agents",2015-07-01,252,"Wed",7
"4764","Daniel_Balavoine_fr","wikipedia","org_desktop_all-agents","Daniel_Balavoine_fr","wikipedia","org_desktop_all-agents","Daniel_Balavoine_fr","fr","all-agents",2015-07-01,224,"Wed",7
"4765","Daniel_Craig_fr","wikipedia","org_desktop_all-agents","Daniel_Craig_fr","wikipedia","org_desktop_all-agents","Daniel_Craig_fr","fr","all-agents",2015-07-01,275,"Wed",7
"4766","Daniel_Pennac_fr","wikipedia","org_desktop_all-agents","Daniel_Pennac_fr","wikipedia","org_desktop_all-agents","Daniel_Pennac_fr","fr","all-agents",2015-07-01,114,"Wed",7
"4767","Danielle_Darrieux_fr","wikipedia","org_desktop_all-agents","Danielle_Darrieux_fr","wikipedia","org_desktop_all-agents","Danielle_Darrieux_fr","fr","all-agents",2015-07-01,247,"Wed",7
"4768","Danielle_Mitterrand_fr","wikipedia","org_desktop_all-agents","Danielle_Mitterrand_fr","wikipedia","org_desktop_all-agents","Danielle_Mitterrand_fr","fr","all-agents",2015-07-01,59,"Wed",7
"4769","Danielle_Moreau_fr","wikipedia","org_desktop_all-agents","Danielle_Moreau_fr","wikipedia","org_desktop_all-agents","Danielle_Moreau_fr","fr","all-agents",2015-07-01,7,"Wed",7
"4770","Danse_avec_les_loups_fr","wikipedia","org_desktop_all-agents","Danse_avec_les_loups_fr","wikipedia","org_desktop_all-agents","Danse_avec_les_loups_fr","fr","all-agents",2015-07-01,82,"Wed",7
"4771","Danse_avec_les_stars_fr","wikipedia","org_desktop_all-agents","Danse_avec_les_stars_fr","wikipedia","org_desktop_all-agents","Danse_avec_les_stars_fr","fr","all-agents",2015-07-01,307,"Wed",7
"4772","Dany_Boon_fr","wikipedia","org_desktop_all-agents","Dany_Boon_fr","wikipedia","org_desktop_all-agents","Dany_Boon_fr","fr","all-agents",2015-07-01,263,"Wed",7
"4773","Dany_Saval_fr","wikipedia","org_desktop_all-agents","Dany_Saval_fr","wikipedia","org_desktop_all-agents","Dany_Saval_fr","fr","all-agents",2015-07-01,67,"Wed",7
"4774","Daredevil_fr","wikipedia","org_desktop_all-agents","Daredevil_fr","wikipedia","org_desktop_all-agents","Daredevil_fr","fr","all-agents",2015-07-01,506,"Wed",7
"4775","Dassault_Rafale_fr","wikipedia","org_desktop_all-agents","Dassault_Rafale_fr","wikipedia","org_desktop_all-agents","Dassault_Rafale_fr","fr","all-agents",2015-07-01,748,"Wed",7
"4776","Dave_Franco_fr","wikipedia","org_desktop_all-agents","Dave_Franco_fr","wikipedia","org_desktop_all-agents","Dave_Franco_fr","fr","all-agents",2015-07-01,267,"Wed",7
"4777","David_Douillet_fr","wikipedia","org_desktop_all-agents","David_Douillet_fr","wikipedia","org_desktop_all-agents","David_Douillet_fr","fr","all-agents",2015-07-01,73,"Wed",7
"4778","David_Guetta_fr","wikipedia","org_desktop_all-agents","David_Guetta_fr","wikipedia","org_desktop_all-agents","David_Guetta_fr","fr","all-agents",2015-07-01,673,"Wed",7
"4779","David_Hamilton_fr","wikipedia","org_desktop_all-agents","David_Hamilton_fr","wikipedia","org_desktop_all-agents","David_Hamilton_fr","fr","all-agents",2015-07-01,68,"Wed",7
"4780","David_Rachline_fr","wikipedia","org_desktop_all-agents","David_Rachline_fr","wikipedia","org_desktop_all-agents","David_Rachline_fr","fr","all-agents",2015-07-01,110,"Wed",7
"4781","Deadpool_fr","wikipedia","org_desktop_all-agents","Deadpool_fr","wikipedia","org_desktop_all-agents","Deadpool_fr","fr","all-agents",2015-07-01,304,"Wed",7
"4782","Deadpool_(film)_fr","wikipedia","org_desktop_all-agents","Deadpool_(film)_fr","wikipedia","org_desktop_all-agents","Deadpool_(film)_fr","fr","all-agents",2015-07-01,121,"Wed",7
"4783","Debbie_Reynolds_fr","wikipedia","org_desktop_all-agents","Debbie_Reynolds_fr","wikipedia","org_desktop_all-agents","Debbie_Reynolds_fr","fr","all-agents",2015-07-01,44,"Wed",7
"4784","Deepwater_Horizon_fr","wikipedia","org_desktop_all-agents","Deepwater_Horizon_fr","wikipedia","org_desktop_all-agents","Deepwater_Horizon_fr","fr","all-agents",2015-07-01,35,"Wed",7
"4785","Default-free_zone_fr","wikipedia","org_desktop_all-agents","Default-free_zone_fr","wikipedia","org_desktop_all-agents","Default-free_zone_fr","fr","all-agents",2015-07-01,4,"Wed",7
"4786","Delphine_Arnault_fr","wikipedia","org_desktop_all-agents","Delphine_Arnault_fr","wikipedia","org_desktop_all-agents","Delphine_Arnault_fr","fr","all-agents",2015-07-01,95,"Wed",7
"4787","Demain_tout_commence_fr","wikipedia","org_desktop_all-agents","Demain_tout_commence_fr","wikipedia","org_desktop_all-agents","Demain_tout_commence_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4788","Denis_Diderot_fr","wikipedia","org_desktop_all-agents","Denis_Diderot_fr","wikipedia","org_desktop_all-agents","Denis_Diderot_fr","fr","all-agents",2015-07-01,532,"Wed",7
"4789","Denitsa_Ikonomova_fr","wikipedia","org_desktop_all-agents","Denitsa_Ikonomova_fr","wikipedia","org_desktop_all-agents","Denitsa_Ikonomova_fr","fr","all-agents",2015-07-01,84,"Wed",7
"4790","Designated_Survivor_fr","wikipedia","org_desktop_all-agents","Designated_Survivor_fr","wikipedia","org_desktop_all-agents","Designated_Survivor_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4791","Desmond_Doss_fr","wikipedia","org_desktop_all-agents","Desmond_Doss_fr","wikipedia","org_desktop_all-agents","Desmond_Doss_fr","fr","all-agents",2015-07-01,0,"Wed",7
"4792","Desperate_Housewives_fr","wikipedia","org_desktop_all-agents","Desperate_Housewives_fr","wikipedia","org_desktop_all-agents","Desperate_Housewives_fr","fr","all-agents",2015-07-01,510,"Wed",7
